0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
0;100;100;0
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
1;100;100;1
